model_name,response_type,prompt_type,num_rows,proper_response,not_proper_response,proper_response_percent,not_proper_response_precent,new_response_counts,new_response_counts_normalized
databricks--dolly-v2-3b,4_options/randomized,1,885,632,253,71.41242937853107,28.587570621468927,"{'Bad Output': 253, 'A': 236, 'B': 212, 'C': 100, 'D': 84}","{'Bad Output': 28.59, 'A': 26.67, 'B': 23.95, 'C': 11.3, 'D': 9.49}"
databricks--dolly-v2-3b,4_options/randomized,2,885,746,139,84.29378531073446,15.706214689265536,"{'A': 227, 'D': 193, 'B': 191, 'Bad Output': 139, 'C': 135}","{'A': 25.65, 'D': 21.81, 'B': 21.58, 'Bad Output': 15.71, 'C': 15.25}"
databricks--dolly-v2-3b,4_options/randomized,3,885,554,331,62.59887005649718,37.40112994350282,"{'Bad Output': 331, 'A': 218, 'B': 140, 'D': 105, 'C': 91}","{'Bad Output': 37.4, 'A': 24.63, 'B': 15.82, 'D': 11.86, 'C': 10.28}"
databricks--dolly-v2-3b,4_options/randomized,4,885,575,310,64.97175141242938,35.02824858757062,"{'Bad Output': 310, 'A': 197, 'B': 129, 'D': 126, 'C': 123}","{'Bad Output': 35.03, 'A': 22.26, 'B': 14.58, 'D': 14.24, 'C': 13.9}"
databricks--dolly-v2-3b,4_options/option_probs,0,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
databricks--dolly-v2-3b,4_options/option_probs,1,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
databricks--dolly-v2-3b,4_options/option_probs,2,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
databricks--dolly-v2-3b,4_options/option_probs,3,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
databricks--dolly-v2-3b,4_options/option_probs,4,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
databricks--dolly-v2-3b,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'D': 231, 'A': 227, 'C': 223, 'B': 204}","{'D': 26.1, 'A': 25.65, 'C': 25.2, 'B': 23.05}"
databricks--dolly-v2-3b,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'A': 232, 'C': 226, 'D': 219, 'B': 208}","{'A': 26.21, 'C': 25.54, 'D': 24.75, 'B': 23.5}"
databricks--dolly-v2-3b,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'C': 232, 'B': 222, 'A': 217, 'D': 214}","{'C': 26.21, 'B': 25.08, 'A': 24.52, 'D': 24.18}"
databricks--dolly-v2-3b,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'B': 224, 'A': 222, 'C': 220, 'D': 219}","{'B': 25.31, 'A': 25.08, 'C': 24.86, 'D': 24.75}"
databricks--dolly-v2-3b,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'C': 225, 'D': 224, 'A': 224, 'B': 212}","{'C': 25.42, 'D': 25.31, 'A': 25.31, 'B': 23.95}"
togethercomputer--RedPajama-INCITE-7B-Base,2_options,0,885,885,0,100.0,0.0,"{'No': 798, 'Yes': 87}","{'No': 90.17, 'Yes': 9.83}"
togethercomputer--RedPajama-INCITE-7B-Base,2_options,1,885,885,0,100.0,0.0,"{'No': 798, 'Yes': 87}","{'No': 90.17, 'Yes': 9.83}"
togethercomputer--RedPajama-INCITE-7B-Base,2_options,2,885,885,0,100.0,0.0,"{'No': 875, 'Yes': 10}","{'No': 98.87, 'Yes': 1.13}"
togethercomputer--RedPajama-INCITE-7B-Base,2_options,3,885,885,0,100.0,0.0,"{'No': 845, 'Yes': 40}","{'No': 95.48, 'Yes': 4.52}"
togethercomputer--RedPajama-INCITE-7B-Base,2_options,4,885,885,0,100.0,0.0,{'Yes': 885},{'Yes': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,3_options,0,885,885,0,100.0,0.0,"{'No': 799, 'Neither': 74, 'Yes': 12}","{'No': 90.28, 'Neither': 8.36, 'Yes': 1.36}"
togethercomputer--RedPajama-INCITE-7B-Base,3_options,1,885,885,0,100.0,0.0,"{'No': 714, 'Neither': 154, 'Yes': 17}","{'No': 80.68, 'Neither': 17.4, 'Yes': 1.92}"
togethercomputer--RedPajama-INCITE-7B-Base,3_options,2,885,885,0,100.0,0.0,"{'No': 802, 'Yes': 77, 'Neither': 6}","{'No': 90.62, 'Yes': 8.7, 'Neither': 0.68}"
togethercomputer--RedPajama-INCITE-7B-Base,3_options,3,885,885,0,100.0,0.0,"{'No': 785, 'Yes': 99, 'Neither': 1}","{'No': 88.7, 'Yes': 11.19, 'Neither': 0.11}"
togethercomputer--RedPajama-INCITE-7B-Base,3_options,4,885,885,0,100.0,0.0,{'Yes': 885},{'Yes': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options,0,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options,1,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options,2,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options,3,885,828,57,93.55932203389831,6.440677966101695,"{'A': 828, 'Bad Output': 57}","{'A': 93.56, 'Bad Output': 6.44}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options,4,885,833,52,94.12429378531074,5.875706214689266,"{'A': 833, 'Bad Output': 52}","{'A': 94.12, 'Bad Output': 5.88}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized,0,885,884,1,99.88700564971751,0.11299435028248588,"{'A': 352, 'D': 199, 'B': 194, 'C': 139, 'Bad Output': 1}","{'A': 39.77, 'D': 22.49, 'B': 21.92, 'C': 15.71, 'Bad Output': 0.11}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized,1,885,880,5,99.43502824858757,0.5649717514124294,"{'A': 359, 'D': 191, 'B': 173, 'C': 157, 'Bad Output': 5}","{'A': 40.56, 'D': 21.58, 'B': 19.55, 'C': 17.74, 'Bad Output': 0.56}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized,2,885,879,6,99.32203389830508,0.6779661016949152,"{'D': 230, 'C': 223, 'A': 218, 'B': 208, 'Bad Output': 6}","{'D': 25.99, 'C': 25.2, 'A': 24.63, 'B': 23.5, 'Bad Output': 0.68}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized,3,885,669,216,75.59322033898304,24.406779661016948,"{'Bad Output': 216, 'B': 181, 'D': 178, 'A': 173, 'C': 137}","{'Bad Output': 24.41, 'B': 20.45, 'D': 20.11, 'A': 19.55, 'C': 15.48}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized,4,885,485,400,54.80225988700565,45.19774011299435,"{'Bad Output': 400, 'D': 136, 'A': 128, 'B': 115, 'C': 106}","{'Bad Output': 45.2, 'D': 15.37, 'A': 14.46, 'B': 12.99, 'C': 11.98}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/option_probs,0,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options/option_probs,1,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options/option_probs,2,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options/option_probs,3,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options/option_probs,4,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'A': 231, 'C': 219, 'B': 218, 'D': 217}","{'A': 26.1, 'C': 24.75, 'B': 24.63, 'D': 24.52}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'D': 257, 'A': 220, 'C': 205, 'B': 203}","{'D': 29.04, 'A': 24.86, 'C': 23.16, 'B': 22.94}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'B': 239, 'D': 231, 'A': 214, 'C': 201}","{'B': 27.01, 'D': 26.1, 'A': 24.18, 'C': 22.71}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'B': 233, 'A': 228, 'C': 213, 'D': 211}","{'B': 26.33, 'A': 25.76, 'C': 24.07, 'D': 23.84}"
togethercomputer--RedPajama-INCITE-7B-Base,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'A': 321, 'B': 224, 'D': 172, 'C': 168}","{'A': 36.27, 'B': 25.31, 'D': 19.44, 'C': 18.98}"
mistralai--Mistral-7B-Instruct-v0.1,2_options,0,885,885,0,100.0,0.0,"{'No': 764, 'Yes': 121}","{'No': 86.33, 'Yes': 13.67}"
mistralai--Mistral-7B-Instruct-v0.1,2_options,1,885,885,0,100.0,0.0,"{'No': 785, 'Yes': 100}","{'No': 88.7, 'Yes': 11.3}"
mistralai--Mistral-7B-Instruct-v0.1,2_options,2,885,885,0,100.0,0.0,"{'No': 829, 'Yes': 56}","{'No': 93.67, 'Yes': 6.33}"
mistralai--Mistral-7B-Instruct-v0.1,2_options,3,885,885,0,100.0,0.0,"{'No': 779, 'Yes': 106}","{'No': 88.02, 'Yes': 11.98}"
mistralai--Mistral-7B-Instruct-v0.1,2_options,4,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
mistralai--Mistral-7B-Instruct-v0.1,3_options,0,885,885,0,100.0,0.0,"{'Neither': 555, 'Yes': 172, 'No': 158}","{'Neither': 62.71, 'Yes': 19.44, 'No': 17.85}"
mistralai--Mistral-7B-Instruct-v0.1,3_options,1,885,885,0,100.0,0.0,"{'Neither': 647, 'Yes': 154, 'No': 84}","{'Neither': 73.11, 'Yes': 17.4, 'No': 9.49}"
mistralai--Mistral-7B-Instruct-v0.1,3_options,2,885,885,0,100.0,0.0,"{'Neither': 699, 'Yes': 129, 'No': 57}","{'Neither': 78.98, 'Yes': 14.58, 'No': 6.44}"
mistralai--Mistral-7B-Instruct-v0.1,3_options,3,885,885,0,100.0,0.0,"{'Neither': 662, 'Yes': 175, 'No': 48}","{'Neither': 74.8, 'Yes': 19.77, 'No': 5.42}"
mistralai--Mistral-7B-Instruct-v0.1,3_options,4,885,799,86,90.28248587570621,9.717514124293785,"{'No': 373, 'Neither': 341, 'Bad Output': 86, 'Yes': 85}","{'No': 42.15, 'Neither': 38.53, 'Bad Output': 9.72, 'Yes': 9.6}"
mistralai--Mistral-7B-Instruct-v0.1,4_options,0,885,885,0,100.0,0.0,"{'A': 587, 'B': 298}","{'A': 66.33, 'B': 33.67}"
mistralai--Mistral-7B-Instruct-v0.1,4_options,1,885,885,0,100.0,0.0,"{'A': 477, 'B': 408}","{'A': 53.9, 'B': 46.1}"
mistralai--Mistral-7B-Instruct-v0.1,4_options,2,885,885,0,100.0,0.0,"{'B': 553, 'A': 332}","{'B': 62.49, 'A': 37.51}"
mistralai--Mistral-7B-Instruct-v0.1,4_options,3,885,885,0,100.0,0.0,"{'A': 816, 'B': 68, 'D': 1}","{'A': 92.2, 'B': 7.68, 'D': 0.11}"
mistralai--Mistral-7B-Instruct-v0.1,4_options,4,885,885,0,100.0,0.0,{'B': 885},{'B': 100.0}
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized,0,885,885,0,100.0,0.0,"{'A': 593, 'B': 276, 'C': 16}","{'A': 67.01, 'B': 31.19, 'C': 1.81}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized,1,885,885,0,100.0,0.0,"{'A': 529, 'B': 335, 'C': 21}","{'A': 59.77, 'B': 37.85, 'C': 2.37}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized,2,885,885,0,100.0,0.0,"{'B': 375, 'A': 313, 'C': 197}","{'B': 42.37, 'A': 35.37, 'C': 22.26}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized,3,885,885,0,100.0,0.0,"{'A': 741, 'B': 106, 'C': 38}","{'A': 83.73, 'B': 11.98, 'C': 4.29}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized,4,885,885,0,100.0,0.0,"{'B': 724, 'A': 105, 'C': 56}","{'B': 81.81, 'A': 11.86, 'C': 6.33}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,0,885,885,0,100.0,0.0,"{'A': 587, 'B': 298}","{'A': 66.33, 'B': 33.67}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,1,885,885,0,100.0,0.0,"{'A': 477, 'B': 408}","{'A': 53.9, 'B': 46.1}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,2,885,885,0,100.0,0.0,"{'B': 553, 'A': 332}","{'B': 62.49, 'A': 37.51}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,3,885,885,0,100.0,0.0,"{'A': 816, 'B': 68, 'D': 1}","{'A': 92.2, 'B': 7.68, 'D': 0.11}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,4,885,885,0,100.0,0.0,{'B': 885},{'B': 100.0}
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'A': 590, 'B': 277, 'C': 16, 'D': 2}","{'A': 66.67, 'B': 31.3, 'C': 1.81, 'D': 0.23}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'A': 558, 'B': 300, 'C': 27}","{'A': 63.05, 'B': 33.9, 'C': 3.05}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'B': 373, 'A': 297, 'C': 215}","{'B': 42.15, 'A': 33.56, 'C': 24.29}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'A': 724, 'B': 125, 'C': 36}","{'A': 81.81, 'B': 14.12, 'C': 4.07}"
mistralai--Mistral-7B-Instruct-v0.1,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'B': 717, 'A': 128, 'C': 40}","{'B': 81.02, 'A': 14.46, 'C': 4.52}"
EleutherAI--gpt-neo-2.7B,2_options,0,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,2_options,1,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,2_options,2,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,2_options,3,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,2_options,4,885,885,0,100.0,0.0,{'Yes': 885},{'Yes': 100.0}
EleutherAI--gpt-neo-2.7B,3_options,0,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,3_options,1,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,3_options,2,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,3_options,3,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
EleutherAI--gpt-neo-2.7B,3_options,4,885,885,0,100.0,0.0,"{'Yes': 884, 'Neither': 1}","{'Yes': 99.89, 'Neither': 0.11}"
EleutherAI--gpt-neo-2.7B,4_options,0,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options,1,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options,2,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options,3,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options,4,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options/randomized,0,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options/randomized,1,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options/randomized,2,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options/randomized,3,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options/randomized,4,885,0,885,0.0,100.0,{'Bad Output': 885},{'Bad Output': 100.0}
EleutherAI--gpt-neo-2.7B,4_options/option_probs,0,885,885,0,100.0,0.0,"{'D': 823, 'C': 62}","{'D': 92.99, 'C': 7.01}"
EleutherAI--gpt-neo-2.7B,4_options/option_probs,1,885,885,0,100.0,0.0,"{'D': 830, 'C': 55}","{'D': 93.79, 'C': 6.21}"
EleutherAI--gpt-neo-2.7B,4_options/option_probs,2,885,885,0,100.0,0.0,"{'D': 871, 'C': 14}","{'D': 98.42, 'C': 1.58}"
EleutherAI--gpt-neo-2.7B,4_options/option_probs,3,885,885,0,100.0,0.0,"{'D': 879, 'C': 6}","{'D': 99.32, 'C': 0.68}"
EleutherAI--gpt-neo-2.7B,4_options/option_probs,4,885,885,0,100.0,0.0,{'D': 885},{'D': 100.0}
EleutherAI--gpt-neo-2.7B,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'B': 235, 'A': 232, 'D': 216, 'C': 202}","{'B': 26.55, 'A': 26.21, 'D': 24.41, 'C': 22.82}"
EleutherAI--gpt-neo-2.7B,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'D': 234, 'C': 222, 'A': 221, 'B': 208}","{'D': 26.44, 'C': 25.08, 'A': 24.97, 'B': 23.5}"
EleutherAI--gpt-neo-2.7B,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'A': 249, 'D': 218, 'B': 212, 'C': 206}","{'A': 28.14, 'D': 24.63, 'B': 23.95, 'C': 23.28}"
EleutherAI--gpt-neo-2.7B,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'D': 236, 'C': 227, 'A': 212, 'B': 210}","{'D': 26.67, 'C': 25.65, 'A': 23.95, 'B': 23.73}"
EleutherAI--gpt-neo-2.7B,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'B': 232, 'C': 231, 'A': 225, 'D': 197}","{'B': 26.21, 'C': 26.1, 'A': 25.42, 'D': 22.26}"
WizardLM--WizardMath-7B-V1.0,2_options,0,885,861,24,97.28813559322033,2.711864406779661,"{'No': 540, 'Yes': 321, 'Bad Output': 24}","{'No': 61.02, 'Yes': 36.27, 'Bad Output': 2.71}"
WizardLM--WizardMath-7B-V1.0,2_options,1,885,867,18,97.96610169491525,2.0338983050847457,"{'No': 517, 'Yes': 350, 'Bad Output': 18}","{'No': 58.42, 'Yes': 39.55, 'Bad Output': 2.03}"
WizardLM--WizardMath-7B-V1.0,2_options,2,885,864,21,97.62711864406779,2.3728813559322033,"{'No': 512, 'Yes': 352, 'Bad Output': 21}","{'No': 57.85, 'Yes': 39.77, 'Bad Output': 2.37}"
WizardLM--WizardMath-7B-V1.0,2_options,3,885,882,3,99.66101694915254,0.3389830508474576,"{'No': 612, 'Yes': 270, 'Bad Output': 3}","{'No': 69.15, 'Yes': 30.51, 'Bad Output': 0.34}"
WizardLM--WizardMath-7B-V1.0,2_options,4,885,884,1,99.88700564971751,0.11299435028248588,"{'No': 698, 'Yes': 186, 'Bad Output': 1}","{'No': 78.87, 'Yes': 21.02, 'Bad Output': 0.11}"
WizardLM--WizardMath-7B-V1.0,3_options,0,885,859,26,97.06214689265536,2.937853107344633,"{'Neither': 452, 'Yes': 386, 'Bad Output': 26, 'No': 21}","{'Neither': 51.07, 'Yes': 43.62, 'Bad Output': 2.94, 'No': 2.37}"
WizardLM--WizardMath-7B-V1.0,3_options,1,885,869,16,98.19209039548022,1.807909604519774,"{'Yes': 492, 'Neither': 335, 'No': 42, 'Bad Output': 16}","{'Yes': 55.59, 'Neither': 37.85, 'No': 4.75, 'Bad Output': 1.81}"
WizardLM--WizardMath-7B-V1.0,3_options,2,885,823,62,92.99435028248588,7.005649717514125,"{'Neither': 470, 'Yes': 328, 'Bad Output': 62, 'No': 25}","{'Neither': 53.11, 'Yes': 37.06, 'Bad Output': 7.01, 'No': 2.82}"
WizardLM--WizardMath-7B-V1.0,3_options,3,885,808,77,91.29943502824858,8.700564971751412,"{'Yes': 565, 'Neither': 236, 'Bad Output': 77, 'No': 7}","{'Yes': 63.84, 'Neither': 26.67, 'Bad Output': 8.7, 'No': 0.79}"
WizardLM--WizardMath-7B-V1.0,3_options,4,885,862,23,97.40112994350282,2.598870056497175,"{'Yes': 684, 'Neither': 174, 'Bad Output': 23, 'No': 4}","{'Yes': 77.29, 'Neither': 19.66, 'Bad Output': 2.6, 'No': 0.45}"
WizardLM--WizardMath-7B-V1.0,4_options,0,885,885,0,100.0,0.0,"{'D': 408, 'C': 363, 'B': 109, 'A': 5}","{'D': 46.1, 'C': 41.02, 'B': 12.32, 'A': 0.56}"
WizardLM--WizardMath-7B-V1.0,4_options,1,885,885,0,100.0,0.0,"{'C': 493, 'D': 215, 'B': 154, 'A': 23}","{'C': 55.71, 'D': 24.29, 'B': 17.4, 'A': 2.6}"
WizardLM--WizardMath-7B-V1.0,4_options,2,885,881,4,99.54802259887006,0.4519774011299435,"{'C': 719, 'B': 126, 'D': 33, 'Bad Output': 4, 'A': 3}","{'C': 81.24, 'B': 14.24, 'D': 3.73, 'Bad Output': 0.45, 'A': 0.34}"
WizardLM--WizardMath-7B-V1.0,4_options,3,885,811,74,91.63841807909604,8.361581920903955,"{'D': 349, 'C': 339, 'B': 115, 'Bad Output': 74, 'A': 8}","{'D': 39.44, 'C': 38.31, 'B': 12.99, 'Bad Output': 8.36, 'A': 0.9}"
WizardLM--WizardMath-7B-V1.0,4_options,4,885,865,20,97.74011299435028,2.2598870056497176,"{'D': 551, 'B': 174, 'C': 134, 'Bad Output': 20, 'A': 6}","{'D': 62.26, 'B': 19.66, 'C': 15.14, 'Bad Output': 2.26, 'A': 0.68}"
WizardLM--WizardMath-7B-V1.0,4_options/randomized,0,885,885,0,100.0,0.0,"{'B': 277, 'C': 272, 'A': 207, 'D': 129}","{'B': 31.3, 'C': 30.73, 'A': 23.39, 'D': 14.58}"
WizardLM--WizardMath-7B-V1.0,4_options/randomized,1,885,885,0,100.0,0.0,"{'C': 316, 'B': 257, 'A': 201, 'D': 111}","{'C': 35.71, 'B': 29.04, 'A': 22.71, 'D': 12.54}"
WizardLM--WizardMath-7B-V1.0,4_options/randomized,2,885,881,4,99.54802259887006,0.4519774011299435,"{'C': 346, 'B': 230, 'D': 167, 'A': 138, 'Bad Output': 4}","{'C': 39.1, 'B': 25.99, 'D': 18.87, 'A': 15.59, 'Bad Output': 0.45}"
WizardLM--WizardMath-7B-V1.0,4_options/randomized,3,885,862,23,97.40112994350282,2.598870056497175,"{'C': 322, 'D': 190, 'A': 178, 'B': 172, 'Bad Output': 23}","{'C': 36.38, 'D': 21.47, 'A': 20.11, 'B': 19.44, 'Bad Output': 2.6}"
WizardLM--WizardMath-7B-V1.0,4_options/randomized,4,885,882,3,99.66101694915254,0.3389830508474576,"{'C': 313, 'A': 204, 'D': 188, 'B': 177, 'Bad Output': 3}","{'C': 35.37, 'A': 23.05, 'D': 21.24, 'B': 20.0, 'Bad Output': 0.34}"
WizardLM--WizardMath-7B-V1.0,4_options/option_probs,0,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
WizardLM--WizardMath-7B-V1.0,4_options/option_probs,1,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
WizardLM--WizardMath-7B-V1.0,4_options/option_probs,2,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
