model_name,response_type,prompt_type,num_rows,proper_response,not_proper_response,proper_response_percent,not_proper_response_precent,new_response_counts,new_response_counts_normalized
facebook--opt-iml-max-30b,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'A': 856, 'B': 24, 'C': 4, 'D': 1}","{'A': 96.72, 'B': 2.71, 'C': 0.45, 'D': 0.11}"
facebook--opt-iml-max-30b,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'A': 854, 'B': 25, 'C': 4, 'D': 2}","{'A': 96.5, 'B': 2.82, 'C': 0.45, 'D': 0.23}"
facebook--opt-iml-max-30b,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'A': 865, 'B': 10, 'D': 6, 'C': 4}","{'A': 97.74, 'B': 1.13, 'D': 0.68, 'C': 0.45}"
facebook--opt-iml-max-30b,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'B': 548, 'A': 280, 'D': 41, 'C': 16}","{'B': 61.92, 'A': 31.64, 'D': 4.63, 'C': 1.81}"
meta-llama--Llama-2-70b-chat-hf,2_options,0,885,718,167,81.12994350282486,18.870056497175142,"{'No': 418, 'Yes': 300, 'Bad Output': 167}","{'No': 47.23, 'Yes': 33.9, 'Bad Output': 18.87}"
meta-llama--Llama-2-70b-chat-hf,2_options,1,885,744,141,84.0677966101695,15.932203389830509,"{'No': 470, 'Yes': 274, 'Bad Output': 141}","{'No': 53.11, 'Yes': 30.96, 'Bad Output': 15.93}"
meta-llama--Llama-2-70b-chat-hf,2_options,2,885,786,99,88.8135593220339,11.186440677966102,"{'No': 558, 'Yes': 228, 'Bad Output': 99}","{'No': 63.05, 'Yes': 25.76, 'Bad Output': 11.19}"
meta-llama--Llama-2-70b-chat-hf,2_options,3,885,683,202,77.17514124293785,22.824858757062145,"{'No': 374, 'Yes': 309, 'Bad Output': 202}","{'No': 42.26, 'Yes': 34.92, 'Bad Output': 22.82}"
meta-llama--Llama-2-70b-chat-hf,2_options,4,885,862,23,97.40112994350282,2.598870056497175,"{'No': 850, 'Bad Output': 23, 'Yes': 12}","{'No': 96.05, 'Bad Output': 2.6, 'Yes': 1.36}"
meta-llama--Llama-2-70b-chat-hf,3_options,0,885,838,47,94.68926553672317,5.3107344632768365,"{'No': 450, 'Yes': 224, 'Neither': 164, 'Bad Output': 47}","{'No': 50.85, 'Yes': 25.31, 'Neither': 18.53, 'Bad Output': 5.31}"
meta-llama--Llama-2-70b-chat-hf,3_options,1,885,849,36,95.9322033898305,4.067796610169491,"{'No': 447, 'Yes': 219, 'Neither': 183, 'Bad Output': 36}","{'No': 50.51, 'Yes': 24.75, 'Neither': 20.68, 'Bad Output': 4.07}"
meta-llama--Llama-2-70b-chat-hf,3_options,2,885,882,3,99.66101694915254,0.3389830508474576,"{'Neither': 373, 'No': 349, 'Yes': 160, 'Bad Output': 3}","{'Neither': 42.15, 'No': 39.44, 'Yes': 18.08, 'Bad Output': 0.34}"
meta-llama--Llama-2-70b-chat-hf,3_options,3,885,815,70,92.090395480226,7.909604519774011,"{'No': 353, 'Yes': 267, 'Neither': 195, 'Bad Output': 70}","{'No': 39.89, 'Yes': 30.17, 'Neither': 22.03, 'Bad Output': 7.91}"
meta-llama--Llama-2-70b-chat-hf,3_options,4,885,881,4,99.54802259887006,0.4519774011299435,"{'No': 731, 'Neither': 149, 'Bad Output': 4, 'Yes': 1}","{'No': 82.6, 'Neither': 16.84, 'Bad Output': 0.45, 'Yes': 0.11}"
meta-llama--Llama-2-70b-chat-hf,4_options,0,885,630,255,71.1864406779661,28.8135593220339,"{'B': 401, 'Bad Output': 255, 'A': 222, 'C': 7}","{'B': 45.31, 'Bad Output': 28.81, 'A': 25.08, 'C': 0.79}"
meta-llama--Llama-2-70b-chat-hf,4_options,1,885,674,211,76.15819209039547,23.84180790960452,"{'B': 483, 'Bad Output': 211, 'A': 179, 'C': 11, 'D': 1}","{'B': 54.58, 'Bad Output': 23.84, 'A': 20.23, 'C': 1.24, 'D': 0.11}"
meta-llama--Llama-2-70b-chat-hf,4_options,2,885,685,200,77.40112994350282,22.598870056497177,"{'B': 490, 'Bad Output': 200, 'A': 167, 'C': 28}","{'B': 55.37, 'Bad Output': 22.6, 'A': 18.87, 'C': 3.16}"
meta-llama--Llama-2-70b-chat-hf,4_options,3,885,568,317,64.18079096045197,35.81920903954802,"{'B': 326, 'Bad Output': 317, 'A': 227, 'C': 15}","{'B': 36.84, 'Bad Output': 35.82, 'A': 25.65, 'C': 1.69}"
meta-llama--Llama-2-70b-chat-hf,4_options,4,885,750,135,84.7457627118644,15.254237288135593,"{'B': 749, 'Bad Output': 135, 'A': 1}","{'B': 84.63, 'Bad Output': 15.25, 'A': 0.11}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized,0,885,705,180,79.66101694915254,20.338983050847457,"{'A': 411, 'B': 285, 'Bad Output': 180, 'C': 9}","{'A': 46.44, 'B': 32.2, 'Bad Output': 20.34, 'C': 1.02}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized,1,885,736,149,83.1638418079096,16.836158192090394,"{'B': 362, 'A': 352, 'Bad Output': 149, 'C': 22}","{'B': 40.9, 'A': 39.77, 'Bad Output': 16.84, 'C': 2.49}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized,2,885,753,132,85.08474576271186,14.915254237288135,"{'B': 390, 'A': 347, 'Bad Output': 132, 'C': 15, 'D': 1}","{'B': 44.07, 'A': 39.21, 'Bad Output': 14.92, 'C': 1.69, 'D': 0.11}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized,3,885,626,259,70.73446327683615,29.26553672316384,"{'A': 451, 'Bad Output': 259, 'B': 171, 'C': 4}","{'A': 50.96, 'Bad Output': 29.27, 'B': 19.32, 'C': 0.45}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized,4,885,792,93,89.49152542372882,10.508474576271187,"{'B': 462, 'A': 326, 'Bad Output': 93, 'C': 4}","{'B': 52.2, 'A': 36.84, 'Bad Output': 10.51, 'C': 0.45}"
meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,0,885,885,0,100.0,0.0,"{'B': 626, 'A': 249, 'C': 10}","{'B': 70.73, 'A': 28.14, 'C': 1.13}"
meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,1,885,885,0,100.0,0.0,"{'B': 672, 'A': 204, 'C': 9}","{'B': 75.93, 'A': 23.05, 'C': 1.02}"
meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,2,885,885,0,100.0,0.0,"{'B': 701, 'A': 173, 'C': 11}","{'B': 79.21, 'A': 19.55, 'C': 1.24}"
meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,3,885,885,0,100.0,0.0,"{'B': 584, 'A': 295, 'C': 6}","{'B': 65.99, 'A': 33.33, 'C': 0.68}"
meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,4,885,885,0,100.0,0.0,"{'B': 877, 'A': 8}","{'B': 99.1, 'A': 0.9}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'A': 471, 'B': 386, 'C': 19, 'D': 9}","{'A': 53.22, 'B': 43.62, 'C': 2.15, 'D': 1.02}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'B': 441, 'A': 420, 'C': 20, 'D': 4}","{'B': 49.83, 'A': 47.46, 'C': 2.26, 'D': 0.45}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'B': 485, 'A': 385, 'C': 10, 'D': 5}","{'B': 54.8, 'A': 43.5, 'C': 1.13, 'D': 0.56}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'A': 526, 'B': 302, 'C': 33, 'D': 24}","{'A': 59.44, 'B': 34.12, 'C': 3.73, 'D': 2.71}"
meta-llama--Llama-2-70b-chat-hf,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'B': 486, 'A': 396, 'D': 2, 'C': 1}","{'B': 54.92, 'A': 44.75, 'D': 0.23, 'C': 0.11}"
garage-bAInd--Platypus2-70B-instruct,2_options,0,885,885,0,100.0,0.0,"{'No': 639, 'Yes': 246}","{'No': 72.2, 'Yes': 27.8}"
garage-bAInd--Platypus2-70B-instruct,2_options,1,885,885,0,100.0,0.0,"{'No': 658, 'Yes': 227}","{'No': 74.35, 'Yes': 25.65}"
garage-bAInd--Platypus2-70B-instruct,2_options,2,885,885,0,100.0,0.0,"{'No': 696, 'Yes': 189}","{'No': 78.64, 'Yes': 21.36}"
garage-bAInd--Platypus2-70B-instruct,2_options,3,885,885,0,100.0,0.0,"{'No': 668, 'Yes': 217}","{'No': 75.48, 'Yes': 24.52}"
garage-bAInd--Platypus2-70B-instruct,2_options,4,885,885,0,100.0,0.0,"{'No': 708, 'Yes': 177}","{'No': 80.0, 'Yes': 20.0}"
garage-bAInd--Platypus2-70B-instruct,3_options,0,885,885,0,100.0,0.0,"{'No': 444, 'Yes': 229, 'Neither': 212}","{'No': 50.17, 'Yes': 25.88, 'Neither': 23.95}"
garage-bAInd--Platypus2-70B-instruct,3_options,1,885,885,0,100.0,0.0,"{'No': 488, 'Yes': 230, 'Neither': 167}","{'No': 55.14, 'Yes': 25.99, 'Neither': 18.87}"
garage-bAInd--Platypus2-70B-instruct,3_options,2,885,885,0,100.0,0.0,"{'No': 480, 'Neither': 218, 'Yes': 187}","{'No': 54.24, 'Neither': 24.63, 'Yes': 21.13}"
garage-bAInd--Platypus2-70B-instruct,3_options,3,885,885,0,100.0,0.0,"{'No': 483, 'Yes': 207, 'Neither': 195}","{'No': 54.58, 'Yes': 23.39, 'Neither': 22.03}"
garage-bAInd--Platypus2-70B-instruct,3_options,4,885,885,0,100.0,0.0,"{'Neither': 412, 'No': 303, 'Yes': 170}","{'Neither': 46.55, 'No': 34.24, 'Yes': 19.21}"
garage-bAInd--Platypus2-70B-instruct,4_options,0,885,885,0,100.0,0.0,"{'B': 342, 'C': 296, 'A': 247}","{'B': 38.64, 'C': 33.45, 'A': 27.91}"
garage-bAInd--Platypus2-70B-instruct,4_options,1,885,885,0,100.0,0.0,"{'B': 413, 'A': 246, 'C': 226}","{'B': 46.67, 'A': 27.8, 'C': 25.54}"
garage-bAInd--Platypus2-70B-instruct,4_options,2,885,885,0,100.0,0.0,"{'C': 421, 'B': 307, 'A': 157}","{'C': 47.57, 'B': 34.69, 'A': 17.74}"
garage-bAInd--Platypus2-70B-instruct,4_options,3,885,885,0,100.0,0.0,"{'B': 351, 'C': 321, 'A': 213}","{'B': 39.66, 'C': 36.27, 'A': 24.07}"
garage-bAInd--Platypus2-70B-instruct,4_options,4,885,885,0,100.0,0.0,"{'A': 345, 'C': 336, 'B': 204}","{'A': 38.98, 'C': 37.97, 'B': 23.05}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized,0,885,885,0,100.0,0.0,"{'B': 336, 'C': 291, 'A': 258}","{'B': 37.97, 'C': 32.88, 'A': 29.15}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized,1,885,885,0,100.0,0.0,"{'B': 389, 'C': 249, 'A': 247}","{'B': 43.95, 'C': 28.14, 'A': 27.91}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized,2,885,885,0,100.0,0.0,"{'C': 411, 'B': 311, 'A': 163}","{'C': 46.44, 'B': 35.14, 'A': 18.42}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized,3,885,885,0,100.0,0.0,"{'B': 350, 'C': 301, 'A': 233, 'D': 1}","{'B': 39.55, 'C': 34.01, 'A': 26.33, 'D': 0.11}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized,4,885,885,0,100.0,0.0,"{'A': 377, 'C': 308, 'B': 200}","{'A': 42.6, 'C': 34.8, 'B': 22.6}"
garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,0,885,885,0,100.0,0.0,"{'B': 375, 'A': 261, 'C': 249}","{'B': 42.37, 'A': 29.49, 'C': 28.14}"
garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,1,885,885,0,100.0,0.0,"{'B': 447, 'A': 257, 'C': 181}","{'B': 50.51, 'A': 29.04, 'C': 20.45}"
garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,2,885,885,0,100.0,0.0,"{'C': 370, 'B': 346, 'A': 169}","{'C': 41.81, 'B': 39.1, 'A': 19.1}"
garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,3,885,885,0,100.0,0.0,"{'B': 394, 'C': 255, 'A': 236}","{'B': 44.52, 'C': 28.81, 'A': 26.67}"
garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,4,885,885,0,100.0,0.0,"{'A': 368, 'C': 280, 'B': 237}","{'A': 41.58, 'C': 31.64, 'B': 26.78}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'B': 336, 'C': 299, 'A': 250}","{'B': 37.97, 'C': 33.79, 'A': 28.25}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'B': 389, 'C': 254, 'A': 242}","{'B': 43.95, 'C': 28.7, 'A': 27.34}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'C': 401, 'B': 314, 'A': 163, 'D': 7}","{'C': 45.31, 'B': 35.48, 'A': 18.42, 'D': 0.79}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'B': 348, 'C': 302, 'A': 228, 'D': 7}","{'B': 39.32, 'C': 34.12, 'A': 25.76, 'D': 0.79}"
garage-bAInd--Platypus2-70B-instruct,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'A': 372, 'C': 312, 'B': 195, 'D': 6}","{'A': 42.03, 'C': 35.25, 'B': 22.03, 'D': 0.68}"
databricks--dolly-v2-12b,2_options,0,885,20,865,2.2598870056497176,97.74011299435028,"{'Bad Output': 865, 'Yes': 20}","{'Bad Output': 97.74, 'Yes': 2.26}"
databricks--dolly-v2-12b,2_options,1,885,81,804,9.152542372881356,90.84745762711864,"{'Bad Output': 804, 'Yes': 81}","{'Bad Output': 90.85, 'Yes': 9.15}"
databricks--dolly-v2-12b,2_options,2,885,19,866,2.146892655367232,97.85310734463278,"{'Bad Output': 866, 'Yes': 19}","{'Bad Output': 97.85, 'Yes': 2.15}"
databricks--dolly-v2-12b,2_options,3,885,23,862,2.598870056497175,97.40112994350282,"{'Bad Output': 862, 'Yes': 15, 'No': 8}","{'Bad Output': 97.4, 'Yes': 1.69, 'No': 0.9}"
databricks--dolly-v2-12b,2_options,4,885,137,748,15.480225988700566,84.51977401129943,"{'Bad Output': 748, 'Yes': 106, 'No': 31}","{'Bad Output': 84.52, 'Yes': 11.98, 'No': 3.5}"
databricks--dolly-v2-12b,3_options,0,885,96,789,10.847457627118644,89.15254237288136,"{'Bad Output': 789, 'Neither': 65, 'No': 23, 'Yes': 8}","{'Bad Output': 89.15, 'Neither': 7.34, 'No': 2.6, 'Yes': 0.9}"
databricks--dolly-v2-12b,3_options,1,885,105,780,11.864406779661017,88.13559322033899,"{'Bad Output': 780, 'Neither': 56, 'Yes': 32, 'No': 17}","{'Bad Output': 88.14, 'Neither': 6.33, 'Yes': 3.62, 'No': 1.92}"
databricks--dolly-v2-12b,3_options,2,885,126,759,14.23728813559322,85.76271186440678,"{'Bad Output': 759, 'Neither': 112, 'No': 8, 'Yes': 6}","{'Bad Output': 85.76, 'Neither': 12.66, 'No': 0.9, 'Yes': 0.68}"
databricks--dolly-v2-12b,3_options,3,885,146,739,16.497175141242938,83.50282485875707,"{'Bad Output': 739, 'Neither': 129, 'No': 12, 'Yes': 5}","{'Bad Output': 83.5, 'Neither': 14.58, 'No': 1.36, 'Yes': 0.56}"
databricks--dolly-v2-12b,3_options,4,885,100,785,11.299435028248588,88.70056497175142,"{'Bad Output': 785, 'Neither': 78, 'No': 18, 'Yes': 4}","{'Bad Output': 88.7, 'Neither': 8.81, 'No': 2.03, 'Yes': 0.45}"
databricks--dolly-v2-12b,4_options,0,885,264,621,29.83050847457627,70.16949152542372,"{'Bad Output': 621, 'A': 181, 'C': 36, 'B': 24, 'D': 23}","{'Bad Output': 70.17, 'A': 20.45, 'C': 4.07, 'B': 2.71, 'D': 2.6}"
databricks--dolly-v2-12b,4_options,1,885,283,602,31.9774011299435,68.0225988700565,"{'Bad Output': 602, 'A': 151, 'B': 63, 'C': 40, 'D': 29}","{'Bad Output': 68.02, 'A': 17.06, 'B': 7.12, 'C': 4.52, 'D': 3.28}"
databricks--dolly-v2-12b,4_options,2,885,426,459,48.13559322033898,51.86440677966102,"{'Bad Output': 459, 'A': 252, 'D': 91, 'C': 50, 'B': 33}","{'Bad Output': 51.86, 'A': 28.47, 'D': 10.28, 'C': 5.65, 'B': 3.73}"
databricks--dolly-v2-12b,4_options,3,885,348,537,39.32203389830509,60.67796610169491,"{'Bad Output': 537, 'A': 154, 'C': 135, 'D': 48, 'B': 11}","{'Bad Output': 60.68, 'A': 17.4, 'C': 15.25, 'D': 5.42, 'B': 1.24}"
databricks--dolly-v2-12b,4_options,4,885,220,665,24.858757062146893,75.14124293785311,"{'Bad Output': 665, 'A': 91, 'D': 63, 'B': 40, 'C': 26}","{'Bad Output': 75.14, 'A': 10.28, 'D': 7.12, 'B': 4.52, 'C': 2.94}"
databricks--dolly-v2-12b,4_options/randomized,0,885,462,423,52.20338983050848,47.79661016949152,"{'Bad Output': 423, 'A': 398, 'B': 31, 'C': 21, 'D': 12}","{'Bad Output': 47.8, 'A': 44.97, 'B': 3.5, 'C': 2.37, 'D': 1.36}"
databricks--dolly-v2-12b,4_options/randomized,1,885,464,421,52.429378531073446,47.570621468926554,"{'Bad Output': 421, 'A': 375, 'B': 44, 'C': 29, 'D': 16}","{'Bad Output': 47.57, 'A': 42.37, 'B': 4.97, 'C': 3.28, 'D': 1.81}"
databricks--dolly-v2-12b,4_options/randomized,2,885,550,335,62.14689265536723,37.85310734463277,"{'A': 457, 'Bad Output': 335, 'C': 37, 'B': 35, 'D': 21}","{'A': 51.64, 'Bad Output': 37.85, 'C': 4.18, 'B': 3.95, 'D': 2.37}"
databricks--dolly-v2-12b,4_options/randomized,3,885,609,276,68.8135593220339,31.1864406779661,"{'A': 487, 'Bad Output': 276, 'C': 53, 'B': 41, 'D': 28}","{'A': 55.03, 'Bad Output': 31.19, 'C': 5.99, 'B': 4.63, 'D': 3.16}"
databricks--dolly-v2-12b,4_options/randomized,4,885,539,346,60.90395480225989,39.09604519774011,"{'Bad Output': 346, 'A': 334, 'B': 121, 'C': 42, 'D': 42}","{'Bad Output': 39.1, 'A': 37.74, 'B': 13.67, 'C': 4.75, 'D': 4.75}"
databricks--dolly-v2-12b,4_options/option_probs,0,885,885,0,100.0,0.0,"{'A': 499, 'B': 371, 'D': 10, 'C': 5}","{'A': 56.38, 'B': 41.92, 'D': 1.13, 'C': 0.56}"
databricks--dolly-v2-12b,4_options/option_probs,1,885,885,0,100.0,0.0,"{'A': 539, 'B': 327, 'D': 13, 'C': 6}","{'A': 60.9, 'B': 36.95, 'D': 1.47, 'C': 0.68}"
databricks--dolly-v2-12b,4_options/option_probs,2,885,885,0,100.0,0.0,"{'A': 577, 'B': 230, 'D': 62, 'C': 16}","{'A': 65.2, 'B': 25.99, 'D': 7.01, 'C': 1.81}"
databricks--dolly-v2-12b,4_options/option_probs,3,885,885,0,100.0,0.0,"{'B': 799, 'A': 63, 'C': 14, 'D': 9}","{'B': 90.28, 'A': 7.12, 'C': 1.58, 'D': 1.02}"
databricks--dolly-v2-12b,4_options/option_probs,4,885,885,0,100.0,0.0,"{'B': 860, 'A': 16, 'D': 8, 'C': 1}","{'B': 97.18, 'A': 1.81, 'D': 0.9, 'C': 0.11}"
databricks--dolly-v2-12b,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'A': 725, 'B': 106, 'C': 38, 'D': 16}","{'A': 81.92, 'B': 11.98, 'C': 4.29, 'D': 1.81}"
databricks--dolly-v2-12b,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'A': 649, 'B': 148, 'C': 64, 'D': 24}","{'A': 73.33, 'B': 16.72, 'C': 7.23, 'D': 2.71}"
databricks--dolly-v2-12b,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'A': 687, 'B': 104, 'C': 47, 'D': 47}","{'A': 77.63, 'B': 11.75, 'C': 5.31, 'D': 5.31}"
databricks--dolly-v2-12b,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'A': 586, 'B': 146, 'C': 80, 'D': 73}","{'A': 66.21, 'B': 16.5, 'C': 9.04, 'D': 8.25}"
databricks--dolly-v2-12b,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'A': 483, 'B': 176, 'C': 121, 'D': 105}","{'A': 54.58, 'B': 19.89, 'C': 13.67, 'D': 11.86}"
meta-llama--Llama-2-13b-chat-hf,2_options,0,885,709,176,80.11299435028249,19.887005649717516,"{'No': 652, 'Bad Output': 176, 'Yes': 57}","{'No': 73.67, 'Bad Output': 19.89, 'Yes': 6.44}"
meta-llama--Llama-2-13b-chat-hf,2_options,1,885,738,147,83.38983050847457,16.610169491525422,"{'No': 699, 'Bad Output': 147, 'Yes': 39}","{'No': 78.98, 'Bad Output': 16.61, 'Yes': 4.41}"
meta-llama--Llama-2-13b-chat-hf,2_options,2,885,735,150,83.05084745762711,16.949152542372882,"{'No': 729, 'Bad Output': 150, 'Yes': 6}","{'No': 82.37, 'Bad Output': 16.95, 'Yes': 0.68}"
meta-llama--Llama-2-13b-chat-hf,2_options,3,885,620,265,70.05649717514125,29.943502824858758,"{'No': 586, 'Bad Output': 265, 'Yes': 34}","{'No': 66.21, 'Bad Output': 29.94, 'Yes': 3.84}"
meta-llama--Llama-2-13b-chat-hf,2_options,4,885,784,101,88.58757062146893,11.412429378531073,"{'No': 784, 'Bad Output': 101}","{'No': 88.59, 'Bad Output': 11.41}"
meta-llama--Llama-2-13b-chat-hf,3_options,0,885,714,171,80.67796610169492,19.322033898305083,"{'Neither': 664, 'Bad Output': 171, 'No': 50}","{'Neither': 75.03, 'Bad Output': 19.32, 'No': 5.65}"
